Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q31A,Q34A,Q37A,Q38A,Q42A,gender,country,education,age,religion,orientation,married,familysize
4,2,1,4,3,2,2,2,4,4,3,1,2,3,2,MY,3,20,10,1,1,3
2,3,2,3,2,2,2,4,2,2,2,2,3,3,2,MY,3,22,10,1,1,4
1,2,4,2,4,3,4,2,1,2,4,4,4,4,2,MY,4,23,10,4,1,3
3,2,3,3,3,4,2,2,3,2,3,3,3,4,2,MY,3,24,10,1,1,5
2,3,2,3,2,4,2,2,2,3,2,2,2,2,2,EG,3,23,10,1,1,10
2,2,2,4,2,4,4,2,2,2,4,2,4,2,2,MY,2,18,10,1,1,3
2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,MY,3,21,10,1,1,2
2,2,1,4,3,2,1,2,3,2,1,1,1,2,2,MY,3,18,10,1,1,5
1,2,2,3,1,2,2,1,2,1,3,2,2,2,2,MY,3,20,10,1,1,5
1,1,1,2,1,2,2,1,2,1,3,1,2,2,2,MY,2,17,10,1,1,6
2,2,2,3,2,3,3,2,1,1,3,2,3,3,2,MY,2,20,10,0,1,5
1,2,2,2,2,2,1,1,2,3,2,2,1,2,2,MY,3,19,10,1,1,4
1,2,1,2,4,4,2,2,2,3,3,3,2,2,2,MY,1,17,10,1,1,3
1,1,1,2,1,2,1,1,2,2,1,2,1,2,2,MY,3,23,10,1,1,4
2,3,3,4,3,3,2,3,3,3,3,3,3,3,2,MY,2,19,10,1,1,6
2,3,3,3,4,2,3,2,2,3,3,2,4,3,2,MY,2,17,10,1,1,6
2,3,4,3,2,4,4,2,3,2,4,3,4,3,2,MY,3,21,10,1,1,2
4,4,1,4,4,4,4,4,4,4,1,4,4,4,2,MY,2,19,10,0,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,3,23,10,1,1,4
4,2,3,4,4,3,2,4,4,2,3,3,2,2,2,MY,2,14,10,3,1,2
1,1,2,1,2,2,2,2,2,2,2,4,2,2,2,MY,4,24,10,4,2,4
3,2,2,3,2,2,2,1,4,1,2,1,3,4,2,MY,2,15,10,2,1,4
1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,BD,2,25,10,4,2,4
1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,MY,2,19,10,1,1,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,MY,3,19,10,1,1,7
1,4,2,2,2,4,3,2,2,1,3,3,2,2,2,MY,2,19,10,5,1,1
1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,MY,2,20,10,1,1,3
1,1,2,2,2,3,1,2,3,1,3,2,1,2,2,MY,2,20,10,1,1,4
1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,MY,2,22,10,1,1,2
3,4,4,4,2,4,3,3,4,3,4,4,4,4,2,MY,2,14,10,5,1,3
1,2,1,4,2,3,3,1,2,1,4,2,4,1,2,MY,2,18,10,0,1,6
4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,MY,3,25,10,2,1,0
2,1,4,4,3,4,4,3,1,2,3,2,4,4,2,MY,2,15,10,5,1,1
1,1,2,2,1,4,1,1,2,1,3,2,1,2,2,MY,2,19,10,5,1,4
2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,MY,3,19,10,1,1,7
3,4,4,3,4,4,3,4,4,4,3,4,4,4,2,MY,3,19,10,0,1,3
1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,MY,2,19,10,1,1,3
2,2,3,4,4,4,2,4,4,4,3,4,2,1,1,MY,2,22,2,0,1,3
3,3,3,4,3,3,3,3,4,3,4,4,3,3,2,MY,3,21,10,1,1,4
3,3,2,4,4,3,2,2,4,3,3,1,3,4,2,MY,2,18,10,0,1,6
3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,MY,3,21,10,1,1,7
4,2,4,3,4,4,4,4,4,3,4,1,4,1,2,MY,2,15,7,5,1,2
2,2,3,2,3,3,2,3,3,3,3,3,2,3,1,MY,1,17,1,1,1,3
1,2,1,2,2,2,1,2,2,1,2,3,2,2,2,MY,2,20,10,5,1,2
3,2,2,2,2,2,2,2,2,2,4,2,2,3,2,MY,3,19,10,1,1,11
4,4,3,4,4,4,4,4,4,2,1,3,4,3,1,MY,3,22,10,0,1,7
2,2,3,2,3,3,2,2,2,3,2,2,3,3,2,MY,4,25,10,0,1,5
1,1,1,3,3,2,1,2,2,1,2,2,1,2,2,MY,3,20,10,5,1,3
1,2,4,2,3,3,2,4,2,1,4,3,3,3,1,MY,2,19,10,0,1,7
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,3,19,10,5,1,5
4,4,2,3,4,4,4,4,3,4,1,4,4,1,2,MY,2,14,10,5,1,2
1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,MY,2,19,10,1,1,5
1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,MY,3,19,10,0,1,4
1,3,2,3,3,2,2,1,3,2,1,2,1,1,2,MY,2,18,10,1,1,6
2,3,2,4,4,3,3,4,4,2,2,1,2,4,2,MY,4,24,10,5,1,4
2,1,2,2,1,3,2,2,2,2,1,2,1,2,2,MY,2,19,10,0,1,6
3,2,4,2,2,2,2,3,3,2,3,2,2,3,2,MY,3,22,10,1,1,3
2,2,1,2,2,2,2,2,2,4,2,3,2,4,2,MY,2,19,10,2,1,3
2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,MY,3,23,10,1,1,5
2,2,1,2,2,4,1,2,2,2,1,1,2,2,2,MY,3,25,10,1,2,5
2,1,2,2,1,2,2,2,2,2,1,1,4,2,1,AZ,3,36,1,1,1,2
4,3,3,4,4,3,4,4,3,1,3,3,4,4,2,MY,2,15,10,0,1,1
1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,MY,3,23,10,1,1,6
4,2,2,3,3,3,3,2,4,4,2,3,2,2,2,MY,2,19,10,3,1,4
4,4,4,4,3,4,4,4,3,2,4,4,4,3,0,MY,2,16,10,2,1,4
1,2,1,2,2,1,1,2,2,2,2,1,1,2,2,MY,4,24,10,5,1,4
1,2,2,3,3,3,1,2,2,1,1,3,4,1,2,MY,3,19,10,0,1,2
1,2,3,4,4,4,3,1,3,3,3,2,4,3,1,MY,2,17,10,0,1,3
1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,MY,3,22,10,1,1,8
3,3,4,3,4,2,3,3,1,4,4,4,1,4,2,MY,3,19,10,1,1,3
4,2,4,4,3,4,4,4,3,2,4,2,4,3,2,MY,2,15,10,0,1,5
1,1,1,2,1,2,3,1,1,2,1,1,2,2,2,MY,2,17,10,3,1,8
1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,MY,2,20,10,5,2,3
1,1,1,2,2,2,1,4,1,2,4,2,1,4,2,MY,1,17,10,2,1,6
2,2,1,2,2,2,4,1,3,2,3,1,1,2,2,MY,2,17,10,3,1,4
2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,MY,3,22,10,4,1,5
1,2,2,3,3,3,3,1,2,1,4,3,2,2,1,MY,4,22,10,2,1,4
2,2,2,4,4,4,4,2,4,2,4,2,2,2,2,MY,2,20,10,0,1,3
2,3,3,3,3,4,3,4,3,2,3,2,4,3,2,ID,2,22,10,2,1,3
1,2,2,1,2,2,1,1,2,1,1,2,1,2,2,MY,3,19,10,0,1,4
1,1,3,2,1,2,2,2,1,2,2,2,2,1,1,MY,3,23,10,1,1,4
1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,MY,2,18,10,1,1,2
2,4,4,4,4,4,4,3,4,2,4,3,4,3,2,MY,3,22,10,1,1,4
3,2,2,2,3,3,3,2,3,2,3,3,3,2,2,MY,3,23,10,0,1,3
1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,MY,2,20,10,4,1,4
4,3,4,3,4,3,2,4,2,3,3,3,3,3,2,MY,4,25,10,5,1,4
3,4,4,3,4,4,4,4,3,4,4,4,4,4,2,SG,2,17,3,2,1,3
3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,MY,4,28,10,3,1,4
4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,MY,4,28,10,1,2,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,MY,3,20,10,1,1,4
2,2,2,3,3,3,2,3,3,2,2,2,2,2,2,MY,3,19,10,1,1,6
2,2,2,2,2,2,2,1,4,1,2,1,1,2,2,MY,2,17,10,1,1,5
2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,MY,3,19,10,2,1,2
4,2,4,4,2,4,4,2,3,2,4,4,4,4,2,MY,2,17,10,1,1,4
4,4,4,4,4,4,4,1,4,4,4,4,4,4,2,MY,3,27,10,1,1,4
3,3,2,3,2,4,1,2,2,3,2,3,3,4,2,MY,2,24,1,5,1,3
2,2,4,3,2,3,3,4,2,2,4,4,3,3,2,MY,2,17,10,4,1,3
2,2,1,2,1,1,1,1,2,2,1,1,1,2,2,MY,3,21,10,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,3,30,10,0,1,5
3,3,2,3,3,4,4,2,3,2,3,3,3,4,2,MY,3,22,10,1,1,3
2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,MY,4,22,10,1,3,6
2,2,4,3,2,4,2,2,2,1,2,3,3,2,2,MY,2,18,10,1,1,4
2,1,1,3,1,2,1,1,2,2,1,1,1,1,2,MY,4,25,10,4,1,6
1,3,2,3,2,1,1,1,2,2,2,2,1,2,1,MY,2,18,10,5,1,2
4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,MY,2,16,10,4,1,9
4,4,4,4,2,4,4,3,2,4,4,4,4,4,2,MY,3,21,10,2,1,2
1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,MY,3,22,10,0,1,5
2,1,2,2,2,3,1,2,3,2,2,3,2,2,2,MY,3,24,10,1,1,2
4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,3,23,10,2,1,3
2,2,2,3,2,3,2,2,3,3,3,3,2,3,1,MY,4,23,10,1,1,7
1,2,2,2,3,3,2,2,2,3,3,1,2,2,2,MY,2,19,10,3,1,7
2,3,2,2,3,2,2,3,2,4,2,2,2,3,2,MY,2,21,10,1,1,5
2,4,2,2,2,4,4,2,4,4,2,2,4,2,2,MY,2,20,10,0,1,3
1,1,1,1,1,3,1,2,1,2,3,3,1,1,2,MY,3,22,10,1,1,8
2,2,1,2,1,3,2,2,3,2,3,2,1,2,2,MY,1,15,10,0,1,3
3,4,4,3,4,4,4,4,4,4,4,4,1,4,1,MY,2,19,10,1,1,3
2,3,4,4,3,1,2,2,3,2,1,4,2,4,2,NONE,1,16,7,4,1,3
3,4,2,4,4,3,2,2,4,4,2,2,2,3,2,MY,3,21,10,1,1,5
2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,MY,3,27,10,0,1,4
3,2,2,2,2,2,2,2,3,3,2,2,2,4,2,BN,1,15,4,2,1,2
2,2,3,2,4,4,2,1,2,1,2,2,2,1,1,MY,2,20,10,1,1,5
2,4,4,4,4,4,4,2,3,4,4,3,4,3,2,SG,2,21,10,1,1,4
4,2,3,3,4,4,3,4,4,2,3,4,4,3,2,MY,3,21,10,5,1,5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,MY,3,23,10,5,1,10
2,1,1,1,1,2,2,3,1,2,1,2,1,2,2,MY,2,19,10,5,1,8
2,2,3,3,2,4,2,2,2,2,4,3,2,1,2,MY,2,20,10,1,1,1
1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,MY,1,17,10,1,1,2
2,1,1,3,1,3,3,1,2,2,2,2,3,2,2,MY,2,19,10,1,1,0
3,3,4,4,4,4,4,4,4,3,4,4,4,3,1,MY,1,17,10,0,1,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,3,21,10,2,1,4
2,3,4,4,2,2,1,4,2,3,4,3,4,3,2,MY,3,21,1,1,1,3
1,1,2,1,3,1,1,1,1,1,2,1,1,1,2,MY,3,30,10,0,1,12
1,2,2,3,2,2,1,2,2,2,2,1,1,2,2,MY,2,22,10,1,1,5
4,3,4,4,4,4,4,4,4,3,4,4,4,4,2,MY,2,17,10,2,1,5
3,3,3,4,4,3,3,4,4,4,3,4,4,3,2,MY,2,20,10,1,1,5
3,4,3,3,3,4,3,2,2,3,4,4,3,2,2,MY,3,22,10,1,1,6
2,3,4,2,3,3,4,4,2,3,3,3,3,3,2,MY,4,25,10,2,1,4
3,4,4,3,4,4,4,4,4,1,4,4,4,4,2,MY,2,21,10,1,1,4
1,2,1,4,3,3,3,4,2,2,2,2,1,4,2,SG,2,23,10,1,1,3
2,2,1,1,2,2,2,2,2,2,1,2,1,3,2,MY,3,21,10,1,1,6
2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,NZ,3,30,7,5,2,0
4,2,1,3,4,4,1,2,4,3,1,1,3,4,2,MY,2,19,10,1,1,3
2,1,2,3,3,4,2,1,2,2,2,3,4,2,2,MY,3,26,10,5,1,7
2,1,4,4,3,3,4,2,4,2,4,4,4,3,2,MY,3,24,10,1,1,5
2,2,3,2,3,2,1,4,3,4,1,2,1,4,2,MY,3,28,10,1,1,5
2,3,1,3,2,3,2,3,3,4,2,2,2,3,2,MY,2,19,10,1,1,4
2,2,1,4,2,4,3,2,3,2,4,2,4,4,2,MY,3,20,10,1,1,3
4,3,2,3,2,3,1,3,2,3,3,2,2,3,2,MY,1,19,10,1,1,3
1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,MY,2,18,10,1,1,2
2,2,1,2,2,4,2,2,3,2,4,2,2,2,2,MY,2,18,10,1,1,3
4,4,2,4,2,3,4,3,4,3,2,2,3,4,2,US,3,36,4,1,1,4
3,4,4,4,4,4,4,3,4,4,4,2,3,4,2,MY,4,21,10,1,1,5
1,2,1,3,1,3,2,1,3,2,3,1,2,2,2,MY,3,22,10,1,1,17
3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,3,24,10,4,1,5
1,1,2,2,1,4,2,2,1,2,2,2,2,2,2,MY,2,20,10,1,1,5
1,2,3,2,2,3,2,3,2,2,3,4,3,2,2,MY,3,24,10,4,1,5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,4,23,10,4,1,6
2,3,2,3,2,3,2,2,2,2,3,1,1,3,2,MY,3,22,10,1,1,2
3,3,4,4,4,4,4,2,2,3,4,4,4,4,1,MY,2,22,10,1,1,3
1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,MY,3,21,10,1,1,4
2,2,3,3,4,2,2,4,3,3,3,4,2,2,1,MY,2,19,10,1,1,3
2,1,1,1,2,2,1,2,2,2,1,1,1,2,2,MY,2,18,10,1,1,3
3,1,1,2,3,2,1,4,2,2,2,2,2,4,2,MY,3,22,10,1,1,5
4,4,4,3,4,3,4,2,2,3,4,4,4,3,2,MY,2,22,4,0,1,4
2,3,1,2,2,2,1,3,3,2,3,1,1,3,2,MY,4,24,10,1,1,2
1,4,3,4,4,4,4,1,4,1,4,4,4,3,2,MY,1,15,10,0,1,2
2,1,1,3,2,4,4,1,3,2,4,4,2,1,2,MY,3,36,10,1,1,4
3,2,2,3,2,3,2,4,3,3,2,2,2,3,2,MY,3,22,3,5,1,2
2,3,4,3,3,2,1,3,3,3,2,2,2,4,2,MY,4,25,10,1,1,5
3,3,3,4,3,4,3,3,4,3,4,4,4,3,2,MY,3,21,10,0,1,6
4,2,2,4,3,2,1,3,4,2,1,2,1,4,1,MY,2,19,10,1,1,4
4,4,4,4,4,4,4,3,4,3,4,4,4,4,2,MY,2,17,10,1,1,0
1,1,3,2,1,2,1,3,1,1,2,1,1,3,2,MY,2,20,10,2,1,2
3,3,4,4,1,4,1,3,3,3,1,4,4,2,2,MY,2,15,10,5,2,0
1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,MY,3,24,10,2,2,4
2,2,2,3,2,2,2,3,4,3,2,2,2,2,2,MY,3,27,10,5,1,4
3,3,2,4,3,2,2,2,4,2,3,3,2,3,2,MY,2,19,10,1,1,2
2,2,1,2,1,4,2,1,1,2,4,2,1,3,2,JP,4,24,10,1,1,3
1,2,1,2,2,2,1,1,4,1,2,1,1,1,2,MY,2,19,12,1,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MY,4,26,10,1,1,3
1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,MY,4,29,10,5,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,3,22,10,0,1,3
2,4,1,3,4,2,2,4,4,3,3,3,1,2,2,MY,3,20,10,1,1,8
3,1,1,3,2,1,1,1,3,2,1,1,1,2,2,MY,3,25,7,1,2,6
1,3,2,2,1,2,2,3,1,1,3,1,2,1,2,MY,2,19,10,1,1,2
2,3,3,3,3,2,2,2,2,2,2,2,2,4,2,MY,3,22,10,4,1,5
2,3,2,3,2,2,1,3,1,3,2,2,2,3,2,MY,2,17,10,0,1,10
2,2,1,3,2,4,1,2,3,2,3,1,1,2,2,MY,3,19,10,1,1,7
2,3,2,3,4,2,2,4,4,4,4,2,3,3,2,MY,1,16,12,1,1,10
1,3,3,2,1,1,3,3,1,2,2,4,1,3,1,US,3,20,10,3,1,11
2,3,2,2,2,4,2,2,2,2,4,3,2,4,2,MY,3,23,10,1,1,3
2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,MY,3,27,10,1,1,5
2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,MY,3,21,10,1,1,5
1,1,2,1,2,1,1,2,1,3,2,2,1,4,1,MY,3,21,10,2,1,3
1,2,3,4,4,4,3,2,2,2,4,2,3,3,2,MY,2,13,10,1,1,4
4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,DE,3,20,10,1,1,7
1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,MY,3,22,10,1,1,6
1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,NL,3,25,6,1,1,2
1,3,2,1,1,1,1,2,2,3,1,1,2,3,2,DE,3,29,1,3,1,2
4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,MY,2,23,10,3,1,0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,3,20,10,5,1,2
4,4,4,4,3,4,3,2,4,3,4,4,3,4,2,MY,4,24,10,5,1,5
3,3,3,3,3,3,3,3,3,2,4,2,4,3,2,NZ,3,21,10,1,1,7
1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,MY,3,22,10,1,1,5
3,3,3,4,3,4,4,3,4,2,4,2,4,3,2,MY,2,16,10,1,1,3
3,2,2,2,3,4,2,2,2,2,4,3,2,2,1,MY,2,19,10,1,1,4
2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,MY,3,20,10,0,1,3
4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,MY,2,15,7,5,1,5
2,2,3,3,3,2,2,3,1,2,2,3,2,2,2,MY,4,25,10,1,1,1
1,2,1,2,2,1,1,2,2,2,1,1,1,2,2,JP,4,24,10,5,1,0
1,1,1,1,1,3,1,1,1,1,2,1,1,3,2,MY,2,20,12,1,1,2
2,1,1,2,3,1,1,3,2,3,1,1,1,2,2,MY,3,22,10,4,1,6
3,3,4,1,4,2,2,4,1,4,1,4,1,4,1,MY,3,27,10,1,1,5
1,2,2,2,4,3,3,2,1,3,2,3,2,2,1,MY,2,35,12,4,2,6
1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,MY,2,18,10,1,1,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,2,19,10,1,1,4
1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,MY,3,24,10,1,1,3
3,2,2,3,3,3,1,3,2,3,2,2,2,2,1,MY,3,22,10,2,1,4
2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,MY,0,21,10,0,1,4
4,4,4,4,1,3,3,2,4,2,4,2,3,3,2,MY,2,19,10,5,1,5
1,2,1,1,2,2,1,1,1,1,1,2,1,2,2,MY,3,19,10,1,1,6
2,2,3,2,2,2,3,2,2,2,3,3,3,2,1,MY,3,24,6,1,1,4
1,2,2,3,3,3,3,1,2,2,3,1,2,3,2,ID,2,17,10,4,1,2
2,3,3,4,3,4,2,3,2,3,3,2,3,3,2,MY,4,29,10,1,1,5
3,3,2,4,2,2,2,4,3,2,3,4,2,4,2,MY,3,22,10,1,1,5
2,2,1,4,2,4,2,2,3,2,4,3,1,2,2,MY,2,19,10,0,1,4
3,4,4,4,4,4,3,3,3,2,4,4,4,3,2,MY,3,23,10,5,1,3
1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,MY,2,21,10,1,1,5
2,4,4,4,2,4,4,4,4,3,4,4,4,2,2,MY,2,20,10,5,1,6
2,2,2,2,3,3,2,2,3,2,2,2,3,2,2,MY,3,19,10,1,1,3
1,2,2,1,2,3,1,2,1,2,2,1,1,2,2,MY,3,21,10,1,1,4
1,2,1,3,1,3,2,2,2,1,2,1,2,2,2,MY,2,17,4,0,1,4
2,4,3,3,4,3,3,2,3,3,4,4,3,4,2,MY,3,20,10,1,1,4
1,1,1,4,2,3,2,1,2,1,2,1,2,1,2,MY,2,21,10,1,1,5
1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,MY,3,33,10,2,2,11
3,3,4,4,3,4,4,2,4,4,4,3,4,4,2,MY,2,23,10,1,1,6
1,3,1,4,4,4,3,2,3,2,2,1,1,3,1,ID,3,24,10,3,1,4
2,3,2,4,4,2,2,2,4,2,3,3,4,2,2,MY,3,23,10,0,1,5
4,3,2,3,2,3,4,3,2,2,4,2,4,3,2,MY,2,20,10,1,1,4
2,2,4,2,2,4,1,2,4,2,4,4,2,3,2,MY,2,19,10,1,1,5
3,2,1,2,1,1,1,2,1,1,1,1,1,1,2,MY,0,24,10,1,1,4
3,2,2,3,2,2,2,2,2,2,3,2,2,2,2,MY,3,20,10,0,1,5
2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,MY,2,19,10,1,1,2
3,1,4,3,3,4,2,3,3,4,4,4,1,2,2,MY,3,23,10,1,1,8
4,4,2,4,2,3,3,2,3,3,4,2,3,4,2,MY,2,17,4,1,1,1
2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,DE,4,24,10,1,1,3
1,2,3,4,1,4,3,1,2,1,4,1,2,4,2,MY,2,18,10,1,2,5
2,2,2,2,2,4,3,2,3,2,3,4,3,2,2,MY,3,22,10,1,1,3
3,3,4,3,4,4,4,3,3,3,4,2,2,3,2,MY,3,28,10,1,2,4
2,2,3,1,2,2,1,2,2,2,2,1,1,2,2,MY,4,25,10,1,1,8
2,1,2,2,3,2,1,2,2,2,2,1,1,1,2,GB,4,25,10,1,1,2
1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,NZ,4,27,10,1,1,4
1,2,1,1,1,2,2,1,2,1,1,2,2,3,2,BN,2,16,10,1,1,4
4,2,4,4,2,4,4,4,4,4,4,4,4,4,2,MY,2,13,10,3,1,3
1,2,2,2,1,3,1,2,2,1,2,2,1,3,2,BN,2,16,10,1,0,4
2,2,1,2,1,1,1,2,2,1,3,1,1,1,2,MY,3,26,10,1,1,7
1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,MY,2,20,10,1,1,0
1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,GB,2,28,10,2,1,12
2,3,2,2,2,2,2,1,2,2,3,3,2,2,2,MY,2,19,10,1,1,3
3,1,3,3,2,3,2,2,3,2,2,3,2,2,2,MY,4,24,10,1,1,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,2,20,10,1,1,2
4,4,4,4,4,4,4,2,4,2,4,4,4,4,1,MY,2,27,10,1,1,0
3,4,4,3,4,4,4,2,3,3,4,4,4,3,2,MY,2,18,10,2,1,2
4,3,4,3,4,4,4,3,4,4,4,3,4,3,1,MY,3,21,10,1,1,3
1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,CA,2,49,12,1,2,2
1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,ID,3,25,10,1,1,5
3,3,2,3,3,2,1,1,2,3,3,1,2,2,2,MY,4,26,10,4,1,1
1,4,2,4,1,2,2,2,4,2,3,1,2,3,2,MY,2,16,10,0,1,4
1,2,1,2,2,3,1,3,1,3,1,1,1,1,1,SG,3,25,10,3,1,4
2,4,2,4,3,3,3,4,4,2,4,3,3,4,1,MY,2,20,10,2,1,4
4,4,4,4,4,2,4,4,4,2,4,2,4,4,1,MY,3,23,4,1,1,3
1,1,2,3,2,1,1,2,2,2,2,2,1,1,2,MY,2,21,10,5,1,5
1,3,4,3,4,3,4,3,3,4,4,3,4,3,2,MY,3,22,2,1,1,3
2,1,4,3,4,3,2,3,2,4,4,1,4,4,1,MY,2,21,10,2,1,4
2,3,2,3,2,4,3,3,2,3,4,2,1,4,2,ID,3,22,6,1,1,3
1,2,4,4,4,4,4,3,4,4,4,4,4,2,2,MY,3,22,2,1,1,3
2,3,2,3,3,3,3,3,3,2,2,2,2,3,1,MY,3,20,10,1,1,4
3,4,4,4,3,4,4,3,4,2,4,4,4,3,2,MY,2,18,10,1,1,0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,3,27,10,1,1,2
1,1,4,1,2,1,1,1,1,2,1,1,1,1,2,MY,3,28,10,3,2,1
1,2,2,2,2,2,2,2,1,2,1,2,2,3,2,MY,2,19,10,1,1,3
1,1,1,3,2,2,2,1,2,2,2,3,1,3,2,MY,3,20,10,1,1,2
2,3,4,4,3,3,2,3,2,2,3,3,3,3,2,MY,3,21,10,3,1,4
1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,DE,3,22,10,1,1,5
1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,MY,3,21,10,1,1,3
1,1,1,2,1,2,1,1,1,1,1,3,1,2,1,MY,3,20,10,1,1,7
1,2,1,1,1,1,1,1,1,1,2,1,1,3,2,MY,3,20,10,1,1,7
2,2,3,2,3,2,2,3,2,2,2,2,2,2,2,KR,3,22,10,1,1,2
3,3,4,4,4,4,4,4,3,3,4,4,4,4,2,US,1,16,1,1,1,1
2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,MY,3,21,10,1,1,7
3,3,4,4,3,4,4,3,4,2,4,4,4,3,2,MY,4,23,10,1,1,6
2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,SG,3,30,10,1,3,5
3,4,3,4,4,4,3,4,4,4,4,4,4,4,2,MY,3,25,10,1,2,4
1,1,1,2,1,3,1,1,1,1,2,1,2,2,2,MY,3,34,10,1,2,4
4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,GB,2,17,2,1,1,1
1,3,3,2,3,2,3,2,2,3,1,2,2,3,2,US,1,17,12,1,1,2
2,1,4,2,2,3,1,1,2,2,4,3,1,2,1,MY,2,20,10,5,1,5
3,3,3,4,3,3,3,4,3,3,4,3,3,3,1,MY,3,23,10,1,1,3
2,2,2,1,2,2,1,2,3,2,2,2,1,2,1,US,2,19,7,1,1,4
3,3,4,4,2,4,2,3,4,3,3,2,3,4,2,US,1,17,1,1,1,6
2,4,3,3,3,4,2,2,3,2,3,1,1,1,2,US,1,17,4,1,1,6
3,2,4,4,4,4,4,4,3,4,4,3,4,4,1,MY,4,29,10,1,1,3
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,MY,3,20,10,1,1,4
1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,MY,3,31,10,1,2,5
1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,MY,3,24,10,0,1,6
1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,MY,3,26,10,1,2,9
1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,MY,3,21,10,1,1,3
2,1,1,4,3,1,2,2,4,4,1,1,2,1,2,US,4,35,4,1,1,3
1,1,2,2,2,2,2,2,3,2,1,1,2,2,2,MY,2,18,10,2,1,6
